GyroX,GyroY,GyroZ,Thumb,Index,Middle,Ring,Pinky,Gesture
-384,24,163,23431,11206,11906,23339,22843,3
-808,-140,160,24223,11182,12060,23431,22665,3
546,-64,-159,25742,11182,12215,23294,22843,3
37,65,120,26618,11157,12241,23408,23067,3
-39,-7,-38,26305,11206,12543,23499,23022,3
-6,-36,42,27745,11182,12398,23431,23044,3
123,-25,66,28697,11157,12320,23477,22999,3
81,-56,29,27745,11157,12254,23522,22865,3
16,6,28,27068,11206,12293,23499,22887,3
-52,23,17,26539,11145,12228,23477,22843,3
-8,-36,44,26331,11206,12267,23294,22932,3
160,-150,6,26073,11170,12124,23477,22754,3
88,-23,-9,25717,11255,11881,23271,22731,3
193,30,-40,25515,11280,11754,23112,22709,3
-130,-62,31,25291,11304,11665,23022,22488,3
-828,-192,239,25767,11255,11728,23112,22488,3
-3936,-193,1836,28812,11206,11716,23362,22887,3
1953,-144,682,31529,11317,12124,23684,23022,3
88,-118,-225,31087,11268,12150,23499,22843,3
108,134,-242,30469,11255,12215,23499,22665,3
1372,-167,-414,30256,11280,12124,23454,22709,3
3200,-132,-1516,29042,11206,12009,23499,22843,3
3140,-5,-1104,27499,11231,12009,23477,22932,3
268,209,-134,26723,11194,11919,23339,22776,3
-1282,336,654,26776,11255,11932,23112,22709,3
-1975,28,332,27364,11255,11868,23135,22709,3
-552,-43,169,27472,11182,11957,23203,22643,3
-167,58,63,27527,11231,11932,23180,22599,3
-128,89,0,27472,11206,11881,23135,22599,3
41,136,-104,27966,11268,12060,23294,22865,3
-337,21,137,28301,11268,12189,23203,22754,3
91,-189,-60,27994,11304,12176,23044,22488,3
39,-123,-128,26935,11206,12189,23044,22665,3
19,-7,-51,26487,11206,12073,23157,22510,3
-93,55,-30,25996,11219,12112,23022,22532,3
-15,30,-27,26047,11206,12073,23022,22488,3
-22,-17,42,25869,11219,12112,23112,22488,3
160,-10,-26,25894,11182,11754,22977,22488,3
83,23,-10,25843,11255,11615,22843,22576,3
111,37,-29,25894,11219,11578,22798,22423,3
65,37,3,25869,11268,11490,22709,22270,3
-73,-39,92,25793,11341,11503,22687,22226,3
-121,-37,41,25641,11304,11503,22621,22226,3
-89,9,7,25616,11231,11503,22754,22183,3
45,-11,9,25742,11206,11478,22820,22205,3
219,-110,56,25691,11268,11490,22820,22313,3
200,-88,164,25691,11268,11540,22932,22313,3
-16,-39,-3,25616,11255,11578,22932,22292,3
-81,32,-13,25641,11243,11540,22776,22488,3
18,22,0,25920,11231,11628,23044,22599,3
106,-74,5,25869,11255,11578,23090,22444,3
-9,-77,31,25793,11255,11565,23090,22576,3
190,-64,-24,25945,11231,11640,22977,22488,3
180,-91,-71,25818,11255,11665,22932,22532,3
-202,5,139,25793,11219,11678,23067,22444,3
-44,-16,30,25843,11268,11628,23022,22401,3
25,55,-48,25742,11206,11640,22932,22313,3
0,-33,14,25666,11255,11665,22887,22357,3
-107,5,51,25666,11170,11665,22955,22357,3
-222,3,-21,25616,11231,11590,22843,22423,3
-30,-22,115,25591,11206,11653,22798,22379,3
-9,34,26,25691,11255,11640,22865,22313,3
9,-69,-5,25742,11206,11615,22865,22292,3
-408,-2,227,25971,11231,11578,22754,22313,3
-631,110,302,26305,11170,11603,22776,22335,3
35,-152,-38,26176,11170,11603,22776,22248,3
411,-122,-146,26124,11170,11703,22687,22357,3
248,-51,-61,26124,11219,11628,22776,22226,3
10,38,-81,26099,11219,11665,22910,22183,3
-119,21,105,25894,11182,11665,22731,22183,3
30,51,52,25894,11255,11628,22865,22270,3
-428,-132,-84,25894,11206,11653,22709,22183,3
-416,36,-69,25843,11182,11653,22843,22226,3
-208,33,69,26022,11182,11628,22621,22183,3
-107,4,53,25996,11219,11653,22621,22226,3
-16,-1,45,25894,11206,11653,22665,22161,3
-130,2,80,26124,11170,11653,22687,22118,3
-280,-3,251,26124,11243,11603,22621,22226,3
-46,39,83,26253,11170,11615,22599,22183,3
40,29,-26,26331,11231,11691,22731,22226,3
139,2,-146,26644,11170,11754,22820,22423,3
141,23,-142,27418,11219,11868,22910,22270,3
85,30,-131,28301,11170,11906,22932,22401,3
111,74,-143,28414,11157,11919,22910,22313,3
515,156,-430,27994,11231,12163,22820,22423,3
681,165,-278,28470,11255,12385,22865,22955,3
754,106,-409,29071,11255,12306,22820,23044,3
596,81,-294,29187,11206,12124,22932,22999,3
256,295,-206,28612,11182,12176,22798,23022,3
134,192,-177,27911,11170,12124,22776,22977,3
163,267,-184,27609,11255,12086,22754,22910,3
-198,-181,35,27283,11243,13246,21711,22488,3
-268,-135,129,26723,11243,14562,21690,22357,3
-440,-41,52,25971,11280,19477,21500,27148,3
-184,-71,14,24995,11255,23431,24630,28869,3
-90,-85,44,24129,11317,25793,27202,30015,3
232,176,-7,23707,11354,28527,30015,29746,3
149,106,-45,23339,11292,30962,32566,29013,3
204,125,138,23431,11304,31817,32238,29216,3
166,44,132,23225,11329,31087,31339,30015,3
-81,77,101,23248,11391,30499,30745,29391,3
107,-103,13,23431,11416,28612,29686,29274,3
26,-69,-28,23431,11453,26723,28527,29158,3
152,-87,-20,23477,11478,25044,27911,29216,3
37,211,-39,23707,11528,20879,27122,29450,3
-204,233,-217,24176,11453,14385,25996,29071,3
304,217,-274,23940,11304,11957,25616,28640,3
156,79,-74,23940,11268,11528,25540,28612,3
-165,9,-64,23800,11268,11453,25390,28583,3
-355,-125,46,23499,11255,11428,25390,28583,3
91,25,118,23499,11268,11453,25341,28357,3
300,-439,122,23431,11206,11465,25365,28583,3
257,-18,-33,23316,11206,11553,25365,28726,3
152,208,-126,23316,11255,11528,25365,28783,3
218,143,-195,23499,11231,11590,25118,28869,3
136,362,-254,23592,11255,11578,25291,28869,3
-115,327,-206,23754,11292,11653,25291,28869,3
-328,111,-73,23684,11317,11754,26253,28812,3
-28,129,8,23615,11268,11817,27472,29071,3
23,95,75,23661,11329,11804,29509,29245,3
-30,18,7,23522,11329,12112,32369,29391,3
-177,-57,-2,22932,11304,12556,34696,29568,3
-31,-81,15,22313,11304,12716,37543,29421,3
-416,-87,126,22096,11379,13095,40605,30591,3
-516,-175,124,21711,11416,13246,40955,31339,3
29,-156,126,21627,11416,13122,39202,30015,3
-68,-120,74,21458,11366,13068,35236,28133,3
-216,-98,34,21458,11366,13027,26331,25266,3
-88,4,-2,21521,11354,13013,25793,24946,3
10,110,-39,21270,11366,13027,25641,24970,3
21,60,-2,20737,11379,12972,25591,24946,3
-16,74,-75,18691,11329,12851,25216,24702,3
-11,5,-23,18344,11317,12783,25192,24654,3
-120,40,-20,17986,11379,12797,24946,24510,3
-20,7,-22,17495,11304,12743,24654,24271,3
-88,76,-56,17220,11354,12810,24582,24390,3
-89,-24,-9,17016,11354,12783,24510,24176,3
51,15,-36,16882,11304,12756,24606,24247,3
37,-4,0,16798,11268,12797,24510,24223,3
0,27,-13,16781,11280,12756,24414,24223,3
-12,-14,13,16831,11304,12770,24462,24129,3
43,5,10,16831,11280,12797,24366,24176,3
-22,-7,38,17237,11255,12716,24510,24081,3
37,-17,12,18057,11317,12797,24390,23940,3
-19,14,-3,18581,11329,12703,24247,23870,3
-15,-4,1,18599,11255,12703,24223,23987,3
-17,6,6,18344,11292,12797,24129,23987,3
-21,15,-9,18272,11304,12756,24081,23987,3
7,3,-8,18164,11317,12703,24058,23894,3
3,-24,8,18254,11268,12743,24129,23870,3
-62,-9,-19,18783,11268,12797,23964,23870,3
-15,0,2,19231,11304,12770,24058,23800,3
47,-9,2,19535,11317,12756,24058,23847,3
-14,-18,26,20117,11280,12783,24034,23707,3
28,-13,26,20777,11268,12797,23847,23707,3
31,-7,4,21395,11317,12716,23964,23800,3
20,45,-35,21989,11354,12743,23847,23754,3
29,18,6,21903,11354,12743,23964,23847,3
53,-14,10,21690,11317,12810,23754,23847,3
37,-10,-28,21967,11366,12797,23964,23661,3
147,-37,-40,21989,11354,12743,23847,23661,3
34,54,-83,21967,11354,12783,24129,23847,3
341,-64,-20,22270,11366,12932,23940,23800,3
-32,167,-190,22248,11317,12918,23730,23847,3
149,-43,13,22118,11304,13081,23707,23661,3
-50,120,-109,22118,11329,13205,23800,23661,3
-206,84,20,22053,11304,13163,23707,23684,3
-82,-46,80,22118,11354,13122,23684,23800,3
7,63,-19,22140,11304,13122,23754,23847,3
-157,19,32,21989,11366,13150,23964,23684,3
13,4,1,21924,11304,13122,23800,23754,3
-93,-66,103,21989,11304,14651,25093,24921,3
-171,-37,139,21967,11329,14282,26357,26566,3
-169,-3,125,21733,11391,13636,27256,28022,3
-127,-82,140,21754,11366,13482,28869,29568,3
-480,-93,270,21796,11403,13454,30684,31339,3
-194,-158,198,21395,11379,12878,32205,32435,3
-173,-171,98,20940,11304,12663,33991,33371,3
-230,-147,189,20961,11317,12583,35418,34235,3
66,47,58,21648,11304,12359,35345,33337,3
132,202,2,21882,11354,12060,34589,32140,3
-92,-12,-67,21711,11255,11970,36010,32140,3
-100,18,-68,21648,11304,11906,34874,31849,3
105,-135,50,21711,11304,11919,34412,31881,3
96,41,-122,21627,11255,11932,33748,31720,3
63,-31,-19,21542,11304,11855,33337,31624,3
-37,-37,3,21563,11255,11728,33405,31244,3
-59,6,-7,21563,11317,11703,33202,31276,3
-37,20,9,21479,11231,11578,31402,31529,3
-123,71,-66,21563,11133,11453,30931,31276,3
-139,109,38,21416,11145,11403,27095,30530,3
-81,-3,30,21270,11072,11317,26882,30530,3
-210,-10,97,21312,11036,11255,26723,30377,3
-291,-33,88,21333,11036,11231,26618,30530,3
-490,19,172,21375,11072,11109,26670,30715,3
-203,-26,60,21416,11060,11072,26566,30469,3
-106,-5,79,21648,10999,11024,26513,30469,3
-83,24,20,21542,10987,11060,26383,30408,3
1,-10,-24,21542,10975,10975,26487,30226,3
-9,-19,15,21563,10927,11121,26435,30469,3
-7,-24,13,21648,10963,10963,26253,30195,3
10,-40,22,21627,10963,11012,26228,30075,3
34,1,-46,21690,10927,11060,26305,30075,3
64,15,-24,21648,10915,11012,26176,30165,3
47,26,-41,21648,10939,11060,26305,30165,3
4,-48,53,21754,10975,10963,26124,29925,3
-62,43,84,21627,10987,11133,26073,26566,3
93,38,-28,21479,10963,10987,25793,25717,3
-19,66,-39,21500,10987,11036,25742,25540,3
-43,-1,41,21754,11060,10975,25742,25591,3
3,-24,61,21775,11012,10963,25691,25415,3
56,0,14,21711,11072,10975,25540,25241,3
-15,-16,12,21754,11012,10987,25515,25390,3
98,-73,-1,21796,11109,11072,25415,25390,3
73,-46,-23,22032,11084,11036,25591,25390,3
83,-173,25,22687,11012,11170,25490,25216,3
-29,4,26,23135,11084,11109,25415,25341,3
-12,-7,13,23454,11072,11231,25390,25142,3
67,-20,8,23477,11036,11145,25515,25118,3
19,-2,-4,23477,11060,11072,25415,25316,3
124,-127,-4,23499,11072,11121,25341,25216,3
226,-79,-17,23661,11133,11255,25440,25291,3
193,-212,61,23847,11072,11403,25440,25241,3
-30,44,80,23894,11072,11416,25341,25341,3
-97,46,62,23754,11121,11366,25515,25167,3
-254,-8,105,23894,11109,11354,26566,25341,3
-582,220,120,23940,11096,11416,27418,25767,3
-139,-41,46,24034,11157,11403,28161,25945,3
-142,96,-30,24058,11170,11465,28612,26099,3
-35,-2,36,23964,11170,11416,28385,26124,3
-178,59,17,24606,11170,11503,28301,25920,3
-203,17,93,25192,11157,11503,27939,25996,3
-146,-108,244,25945,11206,11428,28527,25843,3
109,-63,-42,25717,11219,11540,28301,25742,3
127,-37,-39,25591,11157,11565,28161,25691,3
183,78,-250,24342,11170,11578,28077,25691,3
486,-23,-327,24897,11206,11528,28133,25591,3
721,-227,-342,27691,11206,11540,28049,25691,3
599,-149,-236,29274,11170,11503,28133,25691,3
-26,-10,-22,28527,11109,11603,28301,25742,3
175,49,32,30105,11121,11615,28245,25793,3
-19,58,-41,30469,11109,11804,28105,25945,3
-82,88,-10,31339,11170,11906,28022,25996,3
-333,192,2,31339,11182,12215,28077,25894,3
72,84,-72,26618,11206,12306,27856,25818,3
-45,83,-66,23112,11182,12176,27800,25818,3
84,19,-25,19080,11206,12124,27966,25793,3
-184,105,-65,17495,11219,12112,27800,25666,3
-32,-13,-36,16949,11231,12112,27939,25691,3
-9,-24,-22,16915,11157,12021,27911,25540,3
-7,-21,-12,17152,11206,12021,27911,25515,3
38,-45,-33,17306,11170,12073,28077,25616,3
6,-5,-12,17774,11243,12021,28049,25616,3
-28,17,-5,18075,11182,12034,27911,25515,3
-140,-9,29,18272,11194,12047,27856,25591,3
21,-35,-108,18344,11157,12060,27828,25316,3
-143,68,2,18581,11231,12009,27911,25540,3
-145,98,-43,18783,11243,11996,27856,25515,3
111,-22,-6,19043,11170,12034,27911,25415,3
5,43,32,18875,11170,12060,27773,25390,3
-11,13,-14,18581,11231,12060,27691,25415,3
93,30,-62,19193,11231,12034,27691,25316,3
74,2,-6,19231,11231,12009,27939,25291,3
20,-8,49,19439,11255,12073,27800,25216,3
-20,-23,13,19708,11182,12060,27828,25241,3
13,-9,0,19999,11219,12124,27718,25415,3
28,-15,-12,20117,11206,12124,27718,25341,3
30,-5,-3,20395,11182,12086,27691,25167,3
0,-13,15,20236,11219,12163,27856,25316,3
18,-15,3,20395,11170,12086,27800,25192,3
17,10,-2,20315,11206,12112,27718,25341,3
-1,0,33,20676,11255,12112,27636,25216,3
-14,-2,10,20757,11219,12163,27773,25291,3
-4,12,-1,21105,11170,12163,27581,25142,3
-17,11,9,21521,11182,12215,27691,25142,3
-29,9,16,21924,11231,12228,27581,25216,3
-13,17,11,22335,11182,12267,27581,25142,3
-18,2,9,22401,11157,12280,27581,25093,3
0,13,7,22335,11219,12241,27609,25192,3
-38,-8,0,22488,11255,12267,27718,25019,3
-3,-21,9,22576,11255,12306,27800,25192,3
-12,3,14,22599,11206,12320,27554,25142,3
18,21,3,22843,11255,12372,27609,25093,3
-15,5,1,22887,11182,12346,27773,25093,3
-12,-30,4,23203,11219,12293,27499,25019,3
-16,-2,-9,23135,11231,12267,27472,25118,3
17,-17,0,22977,11182,12293,27691,25019,3
9,6,6,22932,11182,12280,27499,25118,3
12,2,0,22887,11206,12293,27691,24946,3
-4,-7,4,22865,11170,12280,27691,25118,3
-9,-1,5,22843,11206,12293,27418,25068,3
-2,-12,-9,22754,11255,12346,27499,24921,3
-4,-4,7,22687,11182,12293,27283,24946,3
-14,6,5,22754,11206,12346,26882,25093,3
36,-3,4,22576,11206,12359,26882,24946,3
15,-2,23,22599,11255,12743,27041,24897,3
5,13,-2,22576,11255,12610,26935,25019,3
-28,-7,27,22488,11231,12530,26935,24848,3
-9,-57,44,22488,11255,12504,26776,25044,3
-13,-87,56,22466,11182,12490,26908,24897,3
11,-44,25,22226,11219,12451,25515,24995,3
34,13,-23,22161,11231,12543,25490,24873,3
-9,-35,24,22183,11194,12477,25341,24824,3
30,-26,18,22183,11219,12477,25241,24775,3
-35,2,6,21882,11255,12530,25142,24824,3
57,-34,32,22140,11206,12543,25192,24799,3
41,-76,0,22687,11255,12556,24995,24824,3
25,-18,12,22599,11206,12490,24995,24897,3
44,-15,-19,21989,11255,12464,24995,24824,3
31,-12,21,22183,11255,12477,24946,24799,3
1,-14,-4,22335,11170,12543,25093,24654,3
-28,19,-9,22313,11231,12477,25068,24630,3
-1,-21,-14,22599,11231,12530,25019,24824,3
9,-5,-16,22401,11170,12543,24897,24727,3
-39,74,-36,22313,11255,12530,24946,24897,3
11,47,-12,22292,11219,12530,25044,24799,3
-23,28,-6,22731,11255,12517,24921,24751,3
-35,3,15,22709,11182,12504,24848,24654,3
-18,-20,38,23044,11255,12530,25044,24727,3
4,24,2,23499,11268,12556,24897,24775,3
-30,-14,23,23800,11255,12517,24799,24775,3
-31,-13,10,24702,11206,12596,24799,24775,3
-17,-33,26,25767,11255,12583,24995,24799,3
-21,-45,27,27095,11231,12583,24751,24678,3
18,-14,32,28273,11219,12649,24751,24799,3
-7,-6,-5,28812,11243,12663,24799,24799,3
4,-18,12,29158,11206,12610,24751,24582,3
1,-17,14,29775,11255,12690,24678,24702,3
7,8,-13,30105,11243,12596,24606,24702,3
2,6,-36,30226,11182,12703,24630,24558,3
-9,-12,5,30226,11243,12610,24582,24534,3
-9,25,-29,30286,11206,12676,24654,24654,3
6,14,-5,30469,11280,12649,24727,24630,3
-9,-7,8,30591,11170,12583,24654,24654,3
-12,-16,-3,30469,11255,12663,24702,24630,3
-10,-23,23,31087,11206,12690,24558,24702,3
13,-32,11,31785,11194,12690,24702,24534,3
3,-25,12,32566,11206,12649,24558,24510,3
-7,6,3,32699,11206,12663,24678,24558,3
7,3,5,32566,11231,12636,24630,24510,3
-9,-7,2,31978,11194,12690,24702,24534,3
-20,-9,6,31339,11170,12649,24510,24654,3
-14,-5,-7,31213,11243,12703,24486,24486,3
-23,-18,-5,31370,11231,12690,24438,24438,3
-39,-38,46,31465,11255,12703,24438,24606,3
-15,11,6,31370,11255,12649,24606,24414,3
-50,2,50,31752,11268,12636,24294,24414,3
-171,-2,33,32173,11231,12623,24438,24534,3
-111,7,6,32205,11206,12690,24318,24390,3
-18,21,12,32271,11280,12636,24105,24486,3
-43,20,1,32732,11206,12636,24034,24486,3
-144,41,30,32765,11255,12676,24223,24390,3
-198,43,-23,32765,11268,12610,23987,24271,3
-173,24,39,32500,11255,12636,24058,24247,3
28,11,-61,32533,11219,12716,24152,24318,3
34,54,-74,32303,11255,12703,24105,24390,3
-109,90,-53,32238,11206,12623,23987,24247,3
-9,1,-3,32010,11255,12636,23987,24223,3
59,-100,15,31978,11268,12610,24058,24271,3
6,-13,4,32043,11219,12703,24176,24390,3
-68,8,17,31849,11206,12623,24152,24176,3
41,-104,47,31720,11268,12610,24152,24129,3
-15,-3,13,31593,11255,12690,23940,24223,3
-30,12,40,31465,11231,12703,24081,24176,3
15,18,-2,31402,11255,12610,24152,24366,3
-6,5,2,31339,11219,12716,24081,24176,3
-22,9,-11,31339,11255,12703,23894,24342,3
-38,15,0,31339,11255,12743,24058,24318,3
-8,-9,15,31402,11255,12690,24129,24294,3
-6,-4,12,31213,11255,12743,24034,24438,3
6,-12,13,31150,11231,12743,23940,24223,3
-5,-24,15,31087,11268,12716,24011,24223,3
8,-27,0,31181,11231,12649,23870,24247,3
6,-7,13,31025,11268,12649,24081,24152,3
12,-10,18,30900,11206,12716,23940,24129,3
-29,-67,47,30715,11231,12690,23847,24034,3
-18,-66,-15,30715,11268,12636,23964,24152,3
-35,17,-26,30622,11268,12703,23987,24223,3
3,-16,13,30347,11268,12676,23940,24223,3
-9,31,-6,30499,11219,12649,24011,24081,3
12,19,-20,30408,11268,12690,23870,24247,3
16,-14,-1,30226,11280,12703,23940,24058,3
-3,26,-11,30045,11268,12690,24011,24176,3
-5,13,-19,29627,11304,12676,23894,24223,3
7,16,-17,28927,11317,12703,23964,24011,3
10,14,-11,28357,11255,12636,23847,24223,3
-11,18,-22,27773,11255,12623,23917,24223,3
38,-30,-8,27499,11255,12703,23964,24081,3
-1,-1,-15,27445,11317,12610,23917,24152,3
55,-92,24,27068,11243,12703,23824,23987,3
82,-22,44,26566,11304,12596,23940,24058,3
-40,35,43,26202,11292,12596,23894,23987,3
35,-34,40,26099,11255,12385,23754,24152,3
16,-36,34,26047,11255,12086,23800,24105,3
-3,12,0,26099,11219,11957,23870,23940,3
6,11,24,26022,11243,11653,23777,24129,3
-40,3,28,26022,11231,11528,23569,23894,3
-180,127,74,25996,11157,11243,23044,23569,3
-216,48,106,25996,11157,11206,22798,23431,3
-65,-18,29,26202,11145,11157,22887,23431,3
-173,14,98,25996,11157,11133,22887,23431,3
-9,-21,22,25945,11157,11133,23022,23499,3
-49,4,19,25996,11170,11109,23022,23339,3
-54,17,9,25818,11084,11157,22932,23385,3
-36,-82,92,25945,11157,11072,23022,23362,3
18,12,10,25894,11072,11157,23067,23339,3
21,30,-41,25945,11157,11060,23022,23316,3
5,-10,3,25843,11072,11109,23044,23225,3
-3,-29,12,25920,11072,11072,22932,23248,3
-19,36,24,25793,11133,11072,22932,23316,3
-44,63,10,25818,11133,11243,22955,23294,3
-89,-17,103,25894,11060,11255,23067,23271,3
-309,21,198,26022,11084,11219,23044,23248,3
-715,150,390,26099,11072,11170,22843,23225,3
-573,273,366,26124,11096,11231,23044,23203,3
-430,56,403,26409,11157,11219,23044,23203,3
-464,142,322,26618,11109,11170,23022,23271,3
-238,75,218,26461,11157,11255,22955,23385,3
-251,80,167,26409,11084,11182,22865,23362,3
-28,-72,56,26566,11109,11182,22887,23362,3
-24,37,18,26566,11157,11182,23022,23362,3
-20,-48,2,26435,11133,11255,23090,23385,3
82,103,-164,26566,11157,11206,22977,23385,3
-5,24,-16,26566,11157,11255,22977,23294,3
-35,13,-17,26461,11121,11280,22887,23225,3
-68,45,26,26409,11072,11206,23022,23203,3
-63,30,17,26644,11084,11280,22865,23135,3
-21,5,2,27148,11072,11206,22955,23225,3
-28,17,16,27828,11157,11354,22977,23112,3
-36,34,24,28583,11157,11354,22932,23271,3
-60,-35,54,29333,11096,11354,22843,23294,3
-60,36,20,30165,11157,11268,22887,23203,3
-21,-28,13,30256,11121,11379,22798,23203,3
-19,-17,-12,29627,11121,11366,22910,23431,3
95,4,14,27856,11121,11304,23044,23248,3
18,-73,70,27911,11157,11366,23067,23431,3
-21,34,0,27718,11084,11379,23730,23431,3
54,65,0,27636,11170,11379,23225,23431,3
8,6,-23,27499,11121,11391,23203,23294,3
-37,-33,-6,27472,11157,11317,24152,24848,3
-78,24,49,27418,11170,11379,25616,26099,3
-59,5,7,27364,11157,11366,26305,26124,3
-32,9,9,27256,11157,11366,26566,26099,3
-29,-2,-8,27283,11170,11366,26670,25945,3
24,11,-1,27256,11109,11379,26988,25996,3
-15,26,7,27256,11109,11354,26829,26022,3
9,28,10,27256,11133,11403,26935,26022,3
1,5,9,27364,11157,11403,26829,25742,3
-24,15,10,27256,11157,11379,26644,25793,3
-19,23,-16,27256,11121,11403,26566,25691,3
17,2,15,27391,11170,11416,26461,25717,3
-12,-16,16,27364,11121,11453,26435,25641,3
0,-6,4,27391,11206,11440,26435,25591,3
-24,-7,22,27283,11170,11478,26331,25591,3
-16,-4,18,27202,11170,11478,26331,25515,3
-19,16,9,27337,11133,11490,26409,25490,3
-25,-9,-4,27256,11145,11503,26566,25565,3
-34,-1,-5,27256,11182,11453,26644,25515,3
-38,22,6,27310,11157,11465,26723,25591,3
-53,22,9,27148,11157,11515,26644,25490,3
-62,-24,51,27202,11145,11503,26566,25291,3
-49,-42,-4,27256,11157,11503,26592,25341,3
-76,-111,46,27283,11157,11478,26829,25440,3
-99,-10,72,27175,11219,11503,26776,25490,3
-86,-64,91,26961,11206,11528,26618,25415,3
-50,-11,-69,26855,11219,11503,26855,25440,3
-2,-113,-33,26855,11157,11503,26829,25365,3
15,-134,-121,26829,11206,11515,26670,25316,3
-51,-119,-11,26855,11157,11540,26592,25365,3
12,-9,83,26644,11157,11503,26539,25316,3
33,-115,36,26618,11182,11528,26644,25390,3
7,-82,-1,26461,11231,11453,26409,25266,3
51,-66,-12,26513,11206,11490,26228,25440,3
42,-48,-56,26409,11121,11515,25793,25616,3
123,2,43,26435,11121,11528,25019,24946,3
135,53,50,26409,11231,11553,23964,24271,3
40,-38,13,26409,11170,11565,23730,23940,3
0,34,72,26435,11157,11578,23592,23987,3
10,97,47,26357,11157,11578,23569,23754,3
61,54,14,26435,11231,11578,23592,23894,3
4,63,-23,26228,11170,11540,23431,23894,3
-15,-10,-13,26228,11157,11565,23454,23847,3
5,22,-1,26202,11206,11565,23225,23684,3
42,12,-5,26253,11182,11553,23248,23661,3
-7,16,34,26022,11231,11615,23385,23684,3
18,10,-5,26099,11170,11553,23203,23730,3
4,20,-12,26099,11206,11603,23135,23615,3
8,0,14,26124,11170,11553,23225,23522,3
-11,5,41,25818,11219,11603,23090,23522,3
-10,31,7,25742,11157,11553,23225,23661,3
2,-27,16,25767,11157,11528,22955,23431,3
3,11,0,25742,11157,11603,22932,23477,3
15,28,-13,25793,11194,11540,22932,23385,3
0,-4,1,25666,11231,11540,22955,23431,3
2,-15,-6,25894,11206,11603,23022,23316,3
-2,17,-6,25894,11219,11515,22932,23385,3
-7,-4,-2,25945,11194,11528,22932,23431,3
-21,-33,14,26176,11206,11603,22999,23499,3
-1,-19,14,26124,11170,11528,23022,23316,3
2,7,-2,26202,11157,11615,22865,23431,3
14,1,-2,26202,11157,11590,22887,23385,3
-7,-2,7,26150,11157,11565,23022,23431,3
-6,1,-9,26150,11219,11565,22910,23316,3
-6,3,8,26099,11157,11603,22932,23431,3
8,12,-9,26228,11206,11603,22865,23294,3
-7,-9,6,26305,11182,11528,23022,23316,3
-6,5,-2,26331,11231,11553,23022,23431,3
8,2,-5,26409,11255,11528,23022,23362,3
-2,0,0,26435,11231,11615,22932,23454,3
-3,-2,-6,26383,11219,11553,22798,23316,3
-2,0,-9,26566,11231,11553,22843,23316,3
4,-1,-4,26461,11219,11653,22955,23362,3
11,6,-3,26435,11206,11553,22977,23431,3
5,-5,11,26461,11219,11553,22977,23431,3
13,7,-6,26253,11219,11578,22798,23271,3
11,12,-4,25920,11243,11615,22865,23248,3
-8,6,8,25691,11206,11628,22843,23294,3
23,14,-17,25142,11157,11540,22887,23362,3
3,5,-14,24510,11219,11553,22887,23385,3
-4,14,-24,24271,11157,11628,22999,23316,3
-2,-3,8,24129,11157,11603,22798,23225,3
4,1,-2,24129,11145,11540,22887,23294,3
-14,9,-9,23454,11206,11565,22932,23477,3
-2,5,-4,23044,11170,11528,22932,23271,3
2,7,-7,23022,11182,11553,22887,23294,3
-7,-14,19,22955,11206,11603,22843,23294,3
-8,-20,15,22910,11157,11565,22820,23362,3
-4,-35,13,23022,11170,11603,22820,23225,3
19,-27,4,23135,11231,11565,22955,23248,3
20,-65,34,23615,11182,11540,22820,23477,3
4,6,-5,23592,11219,11603,22955,23385,3
4,3,-2,23707,11157,11578,22887,23203,3
14,28,-21,23661,11157,11603,22865,23385,3
11,5,-11,23684,11157,11603,22798,23294,3
16,19,-17,23615,11219,11553,22843,23408,3
4,17,-13,23754,11219,11528,22932,23431,3
11,5,0,23754,11206,11603,22887,23385,3
6,15,-4,23661,11157,11528,22932,23294,3
-4,-1,18,23431,11206,11553,22932,23316,3
1,21,-9,23203,11133,11615,22798,23248,3
9,2,-35,23225,11219,11615,22843,23316,3
3,-6,-9,23294,11157,11565,22865,23385,3
4,-4,-10,22977,11170,11528,22955,23248,3
-2,-11,0,23022,11206,11628,22887,23248,3
10,6,-8,22843,11157,11578,22798,23294,3
6,1,-4,22887,11170,11603,22955,23248,3
14,-1,-3,22776,11157,11603,22955,23294,3
7,0,-6,22887,11182,11565,22776,23431,3
9,10,-12,22843,11182,11603,22955,23431,3
5,1,-11,22599,11133,11553,22977,23203,3
1,16,-18,22532,11157,11553,22865,23225,3
4,12,-21,22488,11231,11603,22932,23248,3
7,-11,-10,22357,11157,11603,22820,23431,3
11,-4,-5,22335,11194,11603,22977,23225,3
16,-2,-10,22248,11206,11553,22887,23225,3
2,-1,-14,22313,11231,11590,22887,23339,3
-2,13,-19,22248,11157,11528,22977,23225,3
8,11,-11,22205,11157,11553,22843,23294,3
5,-6,15,21989,11255,11540,22887,23385,3
1,-5,5,21967,11182,11565,22932,23385,3
7,5,7,21903,11157,11553,22932,23316,3
6,-3,5,21924,11157,11553,22843,23362,3
11,7,1,21839,11145,11553,22932,23385,3
19,7,-4,21903,11206,11615,22754,23294,3
20,8,-15,21882,11231,11528,22776,23203,3
9,13,-16,21733,11170,11540,22843,23316,3
0,-12,9,21711,11157,11628,22709,23157,3
3,-8,8,21648,11157,11540,22709,23294,3
2,-4,-4,21563,11157,11603,22754,23225,3
6,-8,8,21775,11255,11565,22798,23248,3
